Sample	Endogenous_fraction	NO_MERGED_READS	DUP_rate	MEDIAN_SIZE	Log_Mean	Lambda	Lambda_R_squared	Lambda_p_value	X5P_DMG_POS1	X5P_DMG_R_squared	X5P_DMG_p_value	Sample_ID	Batch_no	Herbarium	Barcode	Genus	Species	Collection_date	Collection_day	Collection_month	Collection_year	Country	Province	District	Town_Village	Latitude_DD	Longitude_DD	Accuracy	Altitude_m	Tissue_weight_mg	DNA_concentration_QUANTUS_ng_ul	gDNA_DIN	Peak_size	LIB_concentration_tapestation_ng_ul	LIB_concentration_QUANTUS_ng_ul	3P_DMG_POS1	5P_other_freq	3P_other_freq
HRG0484_S66	17.21	5029	NA	40	3.6764161901385	0.10625121389853	0.965768228342254	7.46641495037407e-87	0.0450288902171747	0.792864302246899	7.74494354937245e-08	HRG0484		SIHUS	2205396	Oryza	latifolia	23/08/1951	23	8	1951	Brazil				2.492333433	-60.90720413		NA	NA	NA	NA	NA	NA	NA	0.0431482221334399	0.00630691367973004	0.00637541836460922
HRG0485_S63	83.97	94840	NA	45	3.83275090536204	0.0784518723293541	0.99297155606053	3.79011004241275e-146	0.0264557542411738	0.597305323582275	2.56911622683638e-05	HRG0485		SIHUS	2725289	Oryza	latifolia	23/03/1972	23	3	1972	Brazil				-23.05169822	-43.54413317		40 - 50	NA	NA	NA	NA	NA	NA	0.0294626550033644	0.00596788070626576	0.00571318918939294
HRG0486_S67	27.45	3993	NA	32	3.44900387945133	0.124211102908436	0.923375512093905	1.98288878761723e-51	0.0395387149917628	0.516192649407484	0.000129204167672117	HRG0486		SIHUS	2463358	Oryza	latifolia	22/06/1952	22	6	1952	Brazil				-12.50712239	-63.54822805		NA	NA	NA	NA	NA	NA	NA	0.0489662676822633	0.00851075213542019	0.00910218558155149
HRG0487_S42	91.27	98256	NA	49	3.92776017812178	0.0524627121185007	0.990550073301909	1.46398944968582e-139	0.0139329613013824	0.732424845951896	5.89887978102971e-07	HRG0487		SIHUS	4184824	Oryza	latifolia	28/09/1945	28	9	1945	Colombia				NA	NA		300 - 400	NA	NA	NA	NA	NA	NA	0.0151294063435988	0.00278713544907322	0.00305643083957593
HRG0488_S43	93.01	82132	NA	44	3.79826738957921	0.0843563805617089	0.984529293197346	2.9517188339549e-132	0.018756169792695	0.8275870282152	1.21790639068779e-08	HRG0488		SIHUS	1912577	Oryza	latifolia	13/04/1939	13	4	1939	Ecuador				-2.202483014	-79.9532422		NA	NA	NA	NA	NA	NA	NA	0.0233136153502013	0.00347419777692168	0.00358451889497597
HRG0489_S68	77.11	69342	NA	59	4.09797702526615	0.0399080877318022	0.973287450781948	7.82148164918924e-98	0.0185558034499646	0.54019540239358	9.8377476768573e-05	HRG0489		SIHUS	2116547	Oryza	latifolia	26/02/1950	26	2	1950	Argentina				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0208528037383178	0.00574449479091921	0.00565101056960723
HRG0490_S14	76.93	65461	NA	49	3.93247083389562	0.0473710914353126	0.981714173489816	4.99123202333187e-127	0.0255569376908289	0.635633995771481	1.02325108122741e-05	HRG0490		SIHUS	979391	Oryza	latifolia	01/05/1909	1	5	1909	Argentina				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0301948444874743	0.00566339991246962	0.00548752841507571
HRG0491_S79	15.9	5662	NA	51	3.971460818049	0.0388303878729252	0.9772626757512	2.45780252325846e-110	0.0195539260617171	0.147372325311175	0.0420618753732554	HRG0491		SIHUS	2770443	Oryza	latifolia	12/03/1969	12	3	1969	Brazil				-27.45598528	-48.44687014		10	NA	NA	NA	NA	NA	NA	0.0214240705734089	0.00871236210325088	0.00846376597889105
HRG0492_S53	82.87	96064	NA	57	4.05021470962532	0.0478823659646529	0.982064368590953	3.87841507978291e-110	0.0277498086914495	0.750999464965671	3.42373963995655e-07	HRG0492		SIHUS	1691302	Oryza	latifolia	28/05/1935	28	5	1935	Colombia				NA	NA		100 - 700	NA	NA	NA	NA	NA	NA	0.0313236780060626	0.00283878229823582	0.00306841404396028
HRG0493_S44	88.12	91674	NA	48	3.90001766211647	0.0581332406994455	0.98829737332005	4.07807367765211e-137	0.0166830225711482	0.779497124809292	1.11081517196939e-07	HRG0493		SIHUS	2011857	Oryza	latifolia	1950	NA	NA	1950	Peru				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0210592067103913	0.00344194473210395	0.00334163207321128
HRG0494_S69	8.24	1843	NA	35	3.55447633907511	0.117741847491205	0.920764857388639	5.13510668106805e-48	0.0412054120541205	0.579880510174953	4.05506277056235e-05	HRG0494		SIHUS	2205352	Oryza	latifolia	28/10/1950	28	10	1950	Brazil				-2.460550343	-54.79390688		NA	NA	NA	NA	NA	NA	NA	0.0382372002592353	0.00679628953186827	0.00594285758842625
HRG0495_S2	93.2	22833	NA	47	3.85240975248079	0.0753850088899732	0.939285232516174	5.91090391570735e-81	0.0340791228330123	0.80188811478585	6.1791645292673e-08	HRG0495		SIHUS	1561813	Oryza	latifolia	1808	NA	NA	1808	Colombia				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0414523920835281	0.00352406985456648	0.00330869970063137
HRG0496_S54	88.99	69879	NA	50	3.91074179874742	0.0710363184198621	0.986142061945024	8.3019781045323e-121	0.0232448067315277	0.756740400300569	3.00203167717703e-07	HRG0496		SIHUS	1539367	Oryza	latifolia	18/12/1931	18	12	1931	Peru				NA	NA		200	NA	NA	NA	NA	NA	NA	0.0249226441631505	0.0032685941186532	0.0031805992460006
HRG0497_S15	86.96	71128	NA	52	3.97202762553334	0.0412512357846056	0.98087831649042	1.82241976013533e-120	0.0164764216724343	0.745055429693782	3.84574508709715e-07	HRG0497		SIHUS	1044902	Oryza	latifolia	15/01/1918	15	1	1918	Colombia				7.209164411	-73.91930789		110 - 120	NA	NA	NA	NA	NA	NA	0.0173400948797644	0.00284424303320182	0.0029357811201661
HRG0498_S32	12.54	2612	NA	44	3.80831278222475	0.069257271519072	0.930602925591132	2.08089772306307e-82	0.0237564959168523	0.642747235072777	1.0440848927568e-05	HRG0498		SIHUS	1344867	Oryza	latifolia	15/01/1928	15	1	1928	Colombia				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0279776179056755	0.00346622305554624	0.00337605227130172
HRG0499_S16	87.2	72625	NA	52	3.97856410258127	0.0389205670511012	0.976117216654871	2.65703803358211e-120	0.0180754091568262	0.650192612928931	6.68928697834282e-06	HRG0499		SIHUS	1043151	Oryza	latifolia	05/03/1918	5	3	1918	Colombia				8.013843	-76.192864		70 - 150	NA	NA	NA	NA	NA	NA	0.0195333695062398	0.00299543968604864	0.00269629023048105
HRG0500_S55	88.54	93707	NA	56	4.03439276466416	0.0485295719416687	0.983674857665595	1.13501919152774e-112	0.0193799992041068	0.811487079232905	2.90311193758348e-08	HRG0500		SIHUS	1387791	Oryza	latifolia	30/12/1928	30	12	1928	Venezuela				10.42246288	-68.55278428		120 - 160	NA	NA	NA	NA	NA	NA	0.0220334706921201	0.00302223512877626	0.00308890647804937
HRG0501_S7	85.29	57307	NA	43	3.79794872090093	0.0671738933292735	0.98876172574181	3.33053146373888e-144	0.0322860962566845	0.798622197267496	7.70870802810508e-08	HRG0501		SIHUS	600798	Oryza	latifolia	1899	NA	NA	1899	Colombia				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0370471447090128	0.00317848701462936	0.00323739819019478
HRG0502_S45	90.86	77481	NA	46	3.85223962203821	0.0707519910577153	0.99125017968474	8.98254928915009e-140	0.016095135578451	0.817938181900907	2.61244026083939e-08	HRG0502		SIHUS	1911034	Oryza	latifolia	08/03/1944	8	3	1944	Colombia				NA	NA		45056	NA	NA	NA	NA	NA	NA	0.0160636053869869	0.00285723361958067	0.00312740191676732
HRG0503_S64	85.11	80325	NA	45	3.83352926106673	0.0782181558599999	0.988723667964594	2.16396308986293e-132	0.0182773001081192	0.548719944115467	9.26613730149584e-05	HRG0503		SIHUS	2883866	Oryza	latifolia	19/04/1975	19	4	1975	Argentina				-27.55491644	-58.74967999		NA	NA	NA	NA	NA	NA	NA	0.0207528957528958	0.00597490871678947	0.00531653187930339
HRG0504_S28	84.72	72254	NA	52	3.98784967479115	0.0423236392475147	0.986033479842935	7.00342791794934e-130	0.0175154399109041	0.643731776204662	7.59228434280412e-06	HRG0504		SIHUS	1067300	Oryza	latifolia	11/11/1920	11	11	1920	Venezuela				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0186527392879983	0.00274204167302504	0.00262711005953485
HRG0505_S80	91.85	62729	NA	55	4.03343836254302	0.0451279237351666	0.98337430442143	3.51791264338891e-112	0.0134611838465794	0.7472337211533	3.80481616472689e-07	HRG0505		SIHUS	2546143	Oryza	latifolia	01/09/1966	1	9	1966	Venezuela				9.83	-66.39		NA	NA	NA	NA	NA	NA	NA	0.0160088865656038	0.00257243230198414	0.00286354197751058
HRG0506_S33	90.45	18281	NA	41	3.73965784627961	0.0850088637106978	0.963744740321686	1.86261122841679e-103	0.0172347017815647	0.714267352569704	2.61843578413272e-06	HRG0506		SIHUS	1447502	Oryza	latifolia	10/05/1926	10	5	1926	Colombia				6.038723032	-73.97890641		NA	NA	NA	NA	NA	NA	NA	0.0242221758195866	0.00350156270823893	0.00351697504145485
HRG0507_S55	32.32	7687	NA	47	3.87866388917325	0.063418787561366	0.945317329356216	9.10382168959997e-93	0.0254850854329568	0.480648077457465	0.000258944817251918	HRG0507		SIHUS	3083445	Oryza	latifolia	25/03/1962	25	3	1962	Brazil				-22.65110989	-43.64603904		1.5 - 2	NA	NA	NA	NA	NA	NA	0.0285271317829457	0.00489941660364223	0.00426514524073295
HRG0508_S46	82.24	92174	NA	45	3.82542803935897	0.0761940011563626	0.984869711690424	5.94659584118654e-133	0.0247577092511013	0.802912595047021	3.87358426967492e-08	HRG0508		SIHUS	1866832	Oryza	latifolia	03/06/1944	3	6	1944	Brazil				-0.717948	-49.172979		NA	NA	NA	NA	NA	NA	NA	0.0274942914394893	0.00576702257572583	0.0056400574091151
HRG0509_S70	1.73	6	NA	23.5	3.25784512899769	0	NA	NA	0	NA	NA	HRG0509		SIHUS	2238106	Oryza	latifolia	26/04/1952	26	4	1952	Brazil				-0.820772994	-49.14993492		NA	NA	NA	NA	NA	NA	NA	0	NA	NA
HRG0510_S56	16.36	13457	NA	56	4.03150010881997	0.0502883069924642	0.97331550054654	1.94175366649105e-99	0.034391019401726	0.751289018314613	3.42864702846927e-07	HRG0510		SIHUS	1797788	Oryza	latifolia	30/10/1938	30	10	1938	Colombia				NA	NA		120	NA	NA	NA	NA	NA	NA	0.0391791044776119	0.00594688857898889	0.00613782870193563
HRG0511_S57	84.93	23743	NA	40	3.69509467286902	0.104434707806049	0.968485710269387	5.61274247131979e-101	0.0298629242819843	0.650024328205137	6.60291445412667e-06	HRG0511		SIHUS	1797789	Oryza	latifolia	30/10/1938	30	10	1938	Colombia				NA	NA		120	NA	NA	NA	NA	NA	NA	0.030812324929972	0.00717922871840993	0.00665043818170055
HRG0512_S29	85.4	30614	NA	39	3.68693227677945	0.0916498024234861	0.969326059126472	1.31211882112553e-111	0.0210058074879526	0.563378101573765	5.70219274187081e-05	HRG0512		SIHUS	1037386	Oryza	latifolia	01/05/1913	1	5	1913	Paraguay				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0254540633700119	0.00599818430963489	0.00609358610293474
HRG0513_S74	91.29	88104	NA	53	3.98924525727977	0.0499933129355835	0.990295232695874	1.00058009131206e-132	0.0147012684326117	0.74860937974386	4.00949371376736e-07	HRG0513		SIHUS	3337900	Oryza	latifolia	14/12/1985	14	12	1985	Ecuador				-1.05	-77.67		450	NA	NA	NA	NA	NA	NA	0.0175839552238806	0.00323655342176236	0.00306645089708495
HRG0514_S35	80.92	35877	NA	48	3.89824097939362	0.0625385481862723	0.947084555669094	2.8067487328289e-82	0.0249480249480249	0.398343586121527	0.00130257241644306	HRG0514		SIHUS	3246566	Oryza	latifolia	06/09/1984	6	9	1984	Bolivia				-13.08	-67.25		180	NA	NA	NA	NA	NA	NA	0.0227840199750312	0.00984656914896482	0.0106817462595973
HRG0515_S65	82.8	75237	NA	46	3.84235311927957	0.0759491287084855	0.990547112737047	1.49550964125701e-139	0.023486901535682	0.491910751170598	0.000239447812919545	HRG0515		SIHUS	2725290	Oryza	latifolia	23/03/1972	23	3	1972	Brazil				NA	NA		40 - 50	NA	NA	NA	NA	NA	NA	0.0256924706013487	0.00645285004344611	0.00653464533383544
HRG0516_S81	80.15	57904	NA	48	3.88092696736069	0.0624241654284282	0.987086631529426	1.1600664442434e-124	0.0169703562686973	0.503975134569081	0.000200367638189674	HRG0516		SIHUS	2770449	Oryza	latifolia	12/03/1969	12	3	1969	Brazil				-27.45598528	-48.44687014		10	NA	NA	NA	NA	NA	NA	0.0200548988852165	0.00901618011465436	0.00840498510260623
HRG0517_S66	14.26	1438	NA	41	3.71150337745917	0.069238433254777	0.942742976515284	1.76774296746183e-84	0.0259849119865884	0.243890122841486	0.0127168885948572	HRG0517		SIHUS	3136651	Oryza	latifolia	17/01/1969	17	1	1969	Colombia				NA	NA		340	NA	NA	NA	NA	NA	NA	0.0345423143350604	0.00570857073996487	0.00482289390854098
HRG0518_S67	11.97	2986	NA	43	3.76518340464879	0.0766659618375919	0.945258148976553	1.29409154656273e-82	0.0289687137891078	0.691985961382336	2.72911230502829e-06	HRG0518		SIHUS	3136650	Oryza	latifolia	17/01/1969	17	1	1969	Colombia				NA	NA		340	NA	NA	NA	NA	NA	NA	0.0296950240770466	0.00578654778028329	0.00560146283645028
HRG0519_S56	36.2	8079	NA	52	3.99070311403316	0.0430364313030108	0.95408082181853	3.48733121014271e-90	0.0207756232686981	0.62314022169813	1.88903973462549e-05	HRG0519		SIHUS	2433919	Oryza	latifolia	02/04/1957	2	4	1957	Brazil				-28.3417	-48.8197		02-Oct	NA	NA	NA	NA	NA	NA	0.027460510328068	0.00527869342895874	0.00564949952983788
HRG0520_S28	75.66	73035	NA	57	4.0498941956975	0.0445477920317507	0.973810345371362	4.10643756417226e-103	0.021872364351982	0.689694793864024	2.40502134912557e-06	HRG0520		SIHUS	3239647	Oryza	rufipogon	15/01/1990	15	1	1990	French Guiana				5.667665347	-53.77568269		5	NA	NA	NA	NA	NA	NA	0.026223464351549	0.00554456108467387	0.00533655071805919
HRG0521_S15	85.16	60314	NA	48	3.89027803003888	0.0623220021929034	0.98896755870349	4.17024082032564e-129	0.0274050274050274	0.690204815028301	2.80978148330714e-06	HRG0521		SIHUS	3256170	Oryza	rufipogon	28/05/1986	28	5	1986	Bolivia				-16.1667	-62		500	NA	NA	NA	NA	NA	NA	0.0302910835140285	0.00346573919166427	0.00303230649584031
HRG0522_S16	4.27	2579	NA	46	3.79539793418495	0.0690838223805746	0.869140222023126	1.63961412827126e-45	0.0401146131805158	0.141868938113381	0.0492356487324236	HRG0522		SIHUS	3255903	Oryza	rufipogon	02/04/1986	2	4	1986	Bolivia				-16.0333	-62.0833		490	NA	NA	NA	NA	NA	NA	0.0382916053019146	0.00968107189165332	0.0116221325715958
HRG0523_S57	89.88	93891	NA	45	3.82363649309798	0.0703616440758488	0.989367608779646	5.82597781341299e-146	0.025548067900708	0.796991481285556	6.97863339709013e-08	HRG0523		SIHUS	3412948	Oryza	rufipogon	21/02/1958	21	2	1958	French Guiana				5.026341479	-52.48562304		NA	NA	NA	NA	NA	NA	NA	0.0295398856520555	0.00341220350006622	0.00353639170130272
HRG0524_S19	90.62	21169	NA	47	3.85528144914598	0.0687516955283923	0.974976970031042	3.40229021114367e-109	0.0324566312255176	0.731430633721996	1.00020112711013e-06	HRG0524		SIHUS	3412949	Oryza	rufipogon	14/04/1956	14	4	1956	French Guiana				5.026341479	-52.48562304		NA	NA	NA	NA	NA	NA	NA	0.0399757722592368	0.00349327812684971	0.00390454100564471
HRG0527_S58	91.04	107558	NA	46	3.86402299101427	0.0655065666480314	0.995417650415769	2.97601685326234e-156	0.0271142204661616	0.776007996955095	1.61320216805339e-07	HRG0527		SIHUS	3158939	Oryza	rufipogon	14/04/1956	14	4	1956	French Guiana				5.026341479	-52.48562304		NA	NA	NA	NA	NA	NA	NA	0.0321596787892827	0.00356547611334051	0.00354537416377255
HRG0528_S3	93.7	30412	NA	57	4.05528543073262	0.0454915934979683	0.970516196366506	9.43898325686199e-97	0.00915656435388187	0.627170979473186	1.33437065893338e-05	HRG0528		SIHUS	3158940	Oryza	rufipogon	21/02/1958	21	2	1958	French Guiana				5.026341479	-52.48562304		NA	NA	NA	NA	NA	NA	NA	0.0102813852813853	0.00230647048266825	0.00222409278652712
HRG0529_S20	92.07	25832	NA	49	3.90671191449577	0.0606253141750279	0.972388954140182	6.82334374570215e-108	0.0370910268869453	0.76211191534828	5.03808596076526e-07	HRG0529		SIHUS	3159169	Oryza	rufipogon	28/03/1956	28	3	1956	Suriname				5.5	-55.2		NA	NA	NA	NA	NA	NA	NA	0.039923624370769	0.00335774433734031	0.00390772462798135
HRG0531_S29	53.24	1396	NA	44	3.78293475412617	0.0514892329561551	0.790337935363162	9.01829974424397e-39	0.0192837465564738	0.151877662950025	0.0473550812288388	HRG0531		SIHUS	3190681	Oryza	rufipogon	13/04/1989	13	4	1989	French Guiana				5.66	-53.78		10	NA	NA	NA	NA	NA	NA	0.0412979351032448	0.00540168557781985	0.00694135305323089
HRG0532_S21	93.05	25060	NA	52	3.96909298136058	0.0524141083919586	0.978765871377537	1.27632505330065e-110	0.0204368174726989	0.657950587745275	5.29963237375236e-06	HRG0532		SIHUS	2305755	Oryza	rufipogon	29/08/1955	29	8	1955	Guyana				NA	NA		3	NA	NA	NA	NA	NA	NA	0.0210225361587622	0.0031516290122292	0.00329180321704451
HRG0535_S4	83.81	3542	NA	40	3.69090640008954	0.0724415533689489	0.90326975494151	3.08962304526994e-64	0.0306627101879327	0.858670867164294	1.07752127618401e-08	HRG0535		SIHUS	2913937	Oryza	rufipogon	31/01/1974	31	1	1974	French Guiana				4.68	-52.26		NA	NA	NA	NA	NA	NA	NA	0.0448239060832444	0.00321733415724916	0.00502382165402649
HRG0536_S17	86.16	33386	NA	42	3.73665474705128	0.0940593408379378	0.973618010585589	3.42346288531104e-113	0.049128193880908	0.863561617888	7.81146556511826e-09	HRG0536		SIHUS	2913936	Oryza	rufipogon	31/01/1974	31	1	1974	French Guiana				4.68	-52.26		NA	NA	NA	NA	NA	NA	NA	0.0514806378132118	0.00320265702272912	0.00312043972661724
HRG0540_S17	59.74	5383	NA	41	3.71690043375035	0.0754956818038151	0.940084780775878	3.61934726982719e-83	0.0425914817036593	0.839579824745582	2.36728004326314e-08	HRG0540		SIHUS	1039400	Oryza	rufipogon	01/05/1909	1	5	1909	Guyana				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0448127685696746	0.00432640202869222	0.0031430717616926
HRG0541_S11	90.12	87383	NA	49	3.90666490758705	0.0617424843579044	0.992747506132719	5.98920036255029e-141	0.0414797708398099	0.798985444058069	9.49764051246557e-08	HRG0541		SIHUS	1194231	Oryza	rufipogon	18/07/1923	18	7	1923	Guyana				5.95	-59.9		NA	NA	NA	NA	NA	NA	NA	0.0467478718901378	0.0029181973331662	0.0027846254108109
HRG0542_S5	88.33	32056	NA	47	3.84657683896305	0.0809755387423543	0.976055672310399	1.32323529629761e-105	0.0218507305515335	0.704033385271149	1.81826473336247e-06	HRG0542		SIHUS	3083774	Oryza	rufipogon	20/03/1956	20	3	1956	Suriname				5.5	-55.2		NA	NA	NA	NA	NA	NA	NA	0.0258972554539057	0.00278748774129625	0.00308282477789858
HRG0543_S18	83.29	15527	NA	54	4.0039649310109	0.0498319763608431	0.946741740248532	1.17756721566092e-84	0.0222277105458138	0.621263359168722	1.81164790588339e-05	HRG0543		SIHUS	3450044	Oryza	rufipogon	26/02/1978	26	2	1978	French Guiana				4.69	-52.26		NA	NA	NA	NA	NA	NA	NA	0.0286504146770545	0.00269352510316842	0.00262205334548674
HRG0544_S68	92.6	87165	NA	50	3.94096279457388	0.0553064159403671	0.990372375757945	5.43787164271218e-137	0.0153347523219814	0.822639534237349	1.85012357423562e-08	HRG0544		SIHUS	2858630	Oryza	rufipogon	10/11/1971	10	11	1971	Venezuela				8.726463356	-67.3131674		70	NA	NA	NA	NA	NA	NA	0.0159873327204005	0.00277243880552998	0.00281186628534899
HRG0548_S12	93.34	20180	NA	49	3.90099314838993	0.0661068620965169	0.976506097251394	3.92373531834874e-106	0.0311392877121014	0.67573646195164	4.04467139981671e-06	HRG0548		SIHUS	1502102	Oryza	rufipogon	13/08/1929	13	8	1929	Dominican Republic				18.55483227	-69.69665041		NA	NA	NA	NA	NA	NA	NA	0.0365656565656566	0.00295356568229438	0.002825209366154
HRG0552_S72	85.86	81583	NA	48	3.91294058188849	0.0500318216438281	0.988647008135212	4.87829037800027e-138	0.0268644186371904	0.796680438018926	9.00383846953143e-08	HRG0552		SIHUS	1538629	Oryza	rufipogon	13/08/1929	13	8	1929	Dominican Republic				18.55483227	-69.69665041		NA	NA	NA	NA	NA	NA	NA	0.0310234278668311	0.00246765080850199	0.00246527320331015
HRG0553_S36	2.45	488	NA	41	3.70445275863528	0.0362948880311866	0.485622492001559	2.92175095322088e-11	0.0422535211267606	0.361275523141334	0.00509976955520503	HRG0553		SIHUS	3516578	Oryza	rufipogon	01/12/1981	1	12	1981	Venezuela				8.376300425	-66.67966727		60	NA	NA	NA	NA	NA	NA	0.034965034965035	0.00508146061878971	0.00802022982425179
HRG0554_S37	79.85	19071	NA	42	3.75642666677891	0.0743824281184089	0.954653296597011	5.97677359360912e-98	0.0336463223787167	0.845446704842267	1.47411245373032e-08	HRG0554		SIHUS	3135711	Oryza	rufipogon	01/12/1981	1	12	1981	Venezuela				8.05833292	-66.83626647		40 - 60	NA	NA	NA	NA	NA	NA	0.0422820149706656	0.00389367527965677	0.00403174631908486
HRG0555_S6	54.72	58	NA	36	3.65179602476688	0.0203209209228518	0.123233804928197	0.072588018010789	0.0555555555555556	0.167703704250496	0.222560764390848	HRG0555		SIHUS	2564883	Oryza	rufipogon	02/08/1968	2	8	1968	Brazil				-0.728654816	-48.5170644		NA	NA	NA	NA	NA	NA	NA	0	0.0166666666666667	0
HRG0556_S22	2.65	3	NA	45	3.83489722001437	0	NA	NA	0	NA	NA	HRG0556		SIHUS	2237855	Oryza	rufipogon	04/07/1951	4	7	1951	Brazil				NA	NA		NA	NA	NA	NA	NA	NA	NA	0	NA	NA
HRG0557_S7	8.62	15	NA	22	3.21425567421632	0.0255962769778414	0.395653091369487	0.0947692154712696	0.2	NA	NA	HRG0557		SIHUS	2543675	Oryza	rufipogon	10/08/1962	10	8	1962	Brazil				1.75	-50.97		NA	NA	NA	NA	NA	NA	NA	0	0	0.0333333333333333
HRG0559_S75	80.05	59241	NA	49	3.91617495672666	0.0655054834877888	0.987007308424246	1.72732128171555e-124	0.0198886734630058	0.677676855379276	4.08717996266279e-06	HRG0559		SIHUS	3175779	Oryza	rufipogon	25/11/1988	25	11	1988	Thailand				14.76300856	102.1766714		185	NA	NA	NA	NA	NA	NA	0.0234744960086592	0.00519647378044268	0.00501122877324368
HRG0560_S49	82.2	69774	NA	55	4.04763943709783	0.0339600554488496	0.982729931535877	2.76957958585593e-125	0.0208557588805167	0.646524555644571	7.86457217452429e-06	HRG0560		SIHUS	3175736	Oryza	rufipogon	13/11/1989	13	11	1989	India				22.57791769	86.16426655		250	NA	NA	NA	NA	NA	NA	0.0228047740835465	0.0049577608947644	0.00509419193024675
HRG0564_S76	77.59	63878	NA	51	3.95530426006281	0.0583440123307085	0.988104236530799	5.5871849400155e-127	0.0211062139176858	0.686213235120998	2.56548677197842e-06	HRG0564		SIHUS	3175732	Oryza	rufipogon	12/09/1988	12	9	1988	Bangladesh				23.05326192	88.96006986		-10	NA	NA	NA	NA	NA	NA	0.0217874901858152	0.00530936203596204	0.00495153785429182
HRG0570_S34	82.14	70111	NA	46	3.8556823906407	0.0657417541923681	0.988535046345032	1.10391042542754e-139	0.0512689381832129	0.811464982707463	4.16185361506276e-08	HRG0570		SIHUS	1385374	Oryza	rufipogon	17/03/1927	17	3	1927	Sri Lanka				8.340700788	80.4012492		NA	NA	NA	NA	NA	NA	NA	0.0497160040093552	0.00503697175695093	0.00514672851230258
HRG0571_S30	84.9	97583	NA	45	3.8479632350737	0.0656798722960755	0.987666834666517	2.41007367599056e-139	0.0350953964642044	0.715967013596937	1.05825978024594e-06	HRG0571		SIHUS	1105581	Oryza	rufipogon	27/10/1921	27	10	1921	China				23.42620047	113.8856927		NA	NA	NA	NA	NA	NA	NA	0.0370816165918245	0.00531638940343748	0.00530963100390639
HRG0574_S8	8.43	3987	NA	51	3.94441722820289	0.0493144023325543	0.884134293847346	2.37734599932027e-60	0.017741935483871	0.464955665374395	0.000378349413737694	HRG0574		SIHUS	2896311	Oryza	rufipogon	30/05/1966	30	5	1966	Papua New Guinea				NA	NA		46	NA	NA	NA	NA	NA	NA	0.0225694444444444	0.00431882115645519	0.00533912546582783
HRG0575_S30	86.7	88466	NA	60	4.11171515416636	0.0322644532995033	0.971782024253281	1.73835761332634e-99	0.0129889298892989	0.403830492409433	0.00115339784992911	HRG0575		SIHUS	3175766	Oryza	rufipogon	24/08/1990	24	8	1990	Papua New Guinea				-7.009614346	141.4955611		NA	NA	NA	NA	NA	NA	NA	0.0158778625954198	0.00626581706814164	0.00613575155410398
HRG0577_S19	78.1	40382	NA	45	3.83224119994921	0.0677251009070656	0.9666589477513	2.3158805904549e-99	0.028278347657333	0.287625109120066	0.00551387460860017	HRG0577		MBG	MO - (BC:MO-1289735/A:2696248)	Oryza	alta	NA	NA	NA	NA	Venezuela				8.866103	-61.487985		NA	NA	NA	NA	NA	NA	NA	0.0369591346153846	0.0111743253971082	0.0122584866449626
HRG0578_S18	88.86	53626	NA	43	3.79080365460557	0.0616288037650987	0.988993797302398	6.64164176122142e-143	0.0252756694830302	0.641343633390342	8.23543125222716e-06	HRG0578		MBG	MO - (BC:MO-1289738/A:847680)	Oryza	alta	NA	NA	NA	1913	Paraguay				-25.33	-57.35		NA	NA	NA	NA	NA	NA	NA	0.0274577285650157	0.0042382767563412	0.00415958322955251
HRG0579_S31	82.35	3680	NA	43	3.75920069496601	0.066471997101057	0.906730380738319	8.54629435049656e-68	0.0203094777562863	0.516395621964173	0.00016806432050504	HRG0579		MBG	MO - (BC:MO-1302969/A:04873972)	Oryza	alta	28/10/1998	28	10	1998	Bolivia				-18.93583	-57.87333		60	NA	NA	NA	NA	NA	NA	0.032064128256513	0.00543884447646983	0.00524837972561925
HRG0580_S32	10.16	545	NA	38	3.61119977489906	0.0703912730371936	0.799400154129953	9.57264407355533e-32	0.041002277904328	0.669612801431752	3.75911567428396e-05	HRG0580		MBG	MO - (BC:MO-1289763/A:3750538)	Oryza	grandiglumis	02/08/1989	2	8	1989	Colombia				-3.75	-70.25		100	NA	NA	NA	NA	NA	NA	0.0395348837209302	0.00390190905070205	0.0058185406747221
HRG0581_S50	90.87	24777	NA	39	3.6851350129161	0.0962809879626563	0.975951312244632	4.99705520277624e-116	0.0280162675101672	0.867061992517225	4.76860487604096e-09	HRG0581		MBG	MO - (BC:MO-1334920/A:4567408)	Oryza	latifolia	16/11/1993	16	11	1993	Costa Rica				9.85	-84.63333333		90	NA	NA	NA	NA	NA	NA	0.0320483046911287	0.00259156143420839	0.00298692345027565
HRG0582_S85	91.41	69075	NA	51	3.96638048546366	0.0531208291007452	0.98811988909938	7.13029280816162e-131	0.0133521923620934	0.463067756846994	0.000366829128580594	HRG0582		MBG	MO - (BC:MO-1207736/A:04873977)	Oryza	latifolia	28/02/1998	28	2	1998	Costa Rica				10.43138	-84.00361		100	NA	NA	NA	NA	NA	NA	0.0157853670247884	0.00308877765477877	0.00346345899707492
